002008 大族激光 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2004-06-25,2.46,3.19,2.09,2.37,20724500,825107584.00
2004-06-28,2.02,2.09,2.02,2.02,1203800,42433148.00
2004-06-29,1.69,1.69,1.69,1.69,300800,9523328.00
2004-06-30,1.40,1.61,1.40,1.45,9452200,273942880.00
2004-07-01,1.48,1.54,1.36,1.39,5154000,149767648.00
2004-07-02,1.39,1.47,1.16,1.33,5684700,154307936.00
2004-07-05,1.34,1.41,1.26,1.36,3505800,97737664.00
2004-07-06,1.32,1.42,1.32,1.33,2586000,72493720.00
2004-07-07,1.31,1.32,1.22,1.23,2270900,60965280.00
2004-07-08,1.21,1.29,1.20,1.24,1461000,39086140.00
2004-07-09,1.24,1.29,1.18,1.18,1541700,40951112.00
2004-07-12,1.16,1.16,0.99,1.01,3082800,75977680.00
2004-07-13,0.99,1.03,0.90,0.98,1789000,42383920.00
2004-07-14,0.99,1.00,0.88,0.96,1994000,46380396.00
2004-07-15,1.04,1.12,1.03,1.03,2484200,61296068.00
2004-07-16,1.03,1.23,1.01,1.19,3884700,99455512.00
2004-07-19,1.16,1.22,1.14,1.16,1859800,48219592.00
2004-07-20,1.16,1.22,1.14,1.20,1651300,43203020.00
2004-07-21,1.19,1.28,1.16,1.16,2042500,54323464.00
2004-07-22,1.16,1.20,1.01,1.04,2043400,51566104.00
2004-07-23,1.03,1.12,1.00,1.11,1487600,36866524.00
2004-07-26,1.08,1.08,0.98,1.02,1176700,28761640.00
2004-07-27,1.01,1.06,0.93,0.98,1103100,26395546.00
2004-07-28,0.98,1.20,0.98,1.20,2710000,67858400.00
2004-07-29,1.22,1.34,1.20,1.26,3574100,96709776.00
2004-07-30,1.25,1.31,1.23,1.25,2143600,57826464.00
2004-08-02,1.25,1.35,1.23,1.27,2520500,68801112.00
2004-08-03,1.30,1.43,1.28,1.36,3625100,101541152.00
2004-08-04,1.35,1.38,1.30,1.36,2476000,68860072.00
2004-08-05,1.36,1.39,1.32,1.34,1785200,49813216.00
2004-08-06,1.31,1.31,1.08,1.08,5311900,136383216.00
2004-08-09,0.99,0.99,0.89,0.92,3313000,77652048.00
2004-08-10,0.91,0.97,0.91,0.95,1359000,31968098.00
2004-08-11,0.94,0.94,0.84,0.86,2325400,52999288.00
2004-08-12,0.83,0.88,0.80,0.84,1074900,24029952.00
2004-08-13,0.84,0.89,0.83,0.86,732500,16537796.00
2004-08-16,0.83,0.86,0.66,0.66,2067500,43299912.00
2004-08-17,0.63,0.70,0.59,0.64,1258600,25303330.00
2004-08-18,0.64,0.66,0.58,0.59,1029800,20361448.00
2004-08-19,0.58,0.64,0.56,0.63,972900,19190956.00
2004-08-20,0.63,0.68,0.58,0.65,866800,17465072.00
2004-08-23,0.61,0.62,0.55,0.56,753500,14687986.00
2004-08-24,0.57,0.64,0.57,0.61,658100,13050517.00
2004-08-25,0.60,0.60,0.52,0.54,917400,17519220.00
2004-08-26,0.54,0.54,0.48,0.49,718500,13457396.00
2004-08-27,0.49,0.51,0.44,0.45,667000,12178764.00
2004-08-30,0.45,0.56,0.40,0.50,1297700,24223240.00
2004-08-31,0.57,0.60,0.52,0.52,1114400,21341480.00
2004-09-01,0.51,0.51,0.47,0.47,575000,10589218.00
2004-09-02,0.45,0.51,0.45,0.51,473700,8718063.00
2004-09-03,0.52,0.58,0.50,0.53,1075300,20523056.00
2004-09-07,0.52,0.57,0.51,0.54,619500,11792868.00
2004-09-08,0.54,0.55,0.50,0.52,403900,7599186.00
2004-09-09,0.51,0.52,0.47,0.49,451200,8355761.50
2004-09-10,0.50,0.51,0.48,0.49,322400,5977200.50
2004-09-13,0.50,0.50,0.39,0.40,865300,15364747.00
2004-09-14,0.43,0.49,0.42,0.46,911800,16571585.00
2004-09-15,0.46,0.62,0.46,0.62,3498000,68356288.00
2004-09-16,0.63,0.71,0.59,0.67,3284300,66876448.00
2004-09-17,0.68,0.77,0.62,0.76,2623000,54023412.00
2004-09-20,0.76,0.82,0.72,0.81,2915900,63341148.00
2004-09-21,0.81,0.95,0.75,0.89,3418400,77520272.00
2004-09-22,0.87,1.10,0.82,1.08,5411500,131178872.00
2004-09-23,1.08,1.09,0.96,1.01,3783200,91706112.00
2004-09-24,1.08,1.20,0.98,0.99,4719800,118385096.00
2004-09-27,1.01,1.07,0.90,0.92,1804900,43294424.00
2004-09-28,0.92,0.98,0.88,0.95,1408200,32867460.00
2004-09-29,0.95,0.98,0.93,0.94,735800,17290036.00
2004-09-30,0.94,1.02,0.91,0.93,1215000,28789526.00
2004-10-08,0.93,1.11,0.91,1.11,2097200,51591412.00
2004-10-11,1.15,1.22,1.05,1.08,3117000,80399808.00
2004-10-12,1.07,1.10,1.00,1.02,1406400,34547044.00
2004-10-13,1.02,1.06,1.00,1.03,957900,23378700.00
2004-10-14,1.05,1.05,0.81,0.81,2138600,47904868.00
2004-10-15,0.66,0.72,0.61,0.61,2561700,51696100.00
2004-10-18,0.64,0.69,0.64,0.64,1420400,28977660.00
2004-10-19,0.65,0.72,0.63,0.63,1442100,29658964.00
2004-10-20,0.63,0.63,0.53,0.61,1210800,23439086.00
2004-10-21,0.61,0.65,0.59,0.61,820700,16294845.00
2004-10-22,0.63,0.68,0.53,0.68,1588600,31898876.00
2004-10-25,0.72,0.75,0.66,0.68,1283200,26768662.00
2004-10-26,0.66,0.72,0.63,0.72,942400,19350944.00
2004-10-27,0.72,0.81,0.70,0.81,1660300,35578204.00
2004-10-28,0.78,0.81,0.66,0.69,1817400,38761620.00
